	Marca	Vettura	Porte	Anno	Tipo Tetto	TettoVetro	KIT 	  Componibili  PIEDE  	TRAVERSE Acc 	Alu	Preassemblate E.O. SW Acc	Alu.1	Quick Acc	Alu.2	FREE LINE	Unnamed: 16	INITIAL	EASY ONE	EVO	Porta Bici Post.
1086	Toyota	Rav4 	3-5	2000-2006	Barre lungitudinali	SI		600	513	613	815.0	915.0			515.0		● ○			NO
1087	Toyota	Rav4 	5	2006-2013	Tetto nudo		266.0	500	520	620										NO
1088	Toyota	Rav4 	5	2006-2013	Barre lungitudinali	SI		600	520	620	815.0	915.0			515.0		● ○			NO
1089	Toyota	Rav4 	5	2013-2018	Tetto nudo		266.0	500	520	620										NO
1090	Toyota	Rav4 	5	2013-2018	Barre lungitudinali	SI		600	520	620	830.0	930.0			515.0		● ○			NO
1091	Toyota	Sequoia	5	2001-nan	Barre lungitudinali	SI		600	542	642					530.0					NO
1092	Toyota	Sienna 	5	2011-nan	Barre lungitudinali	SI		600	520	620	815.0	915.0					● ○			NO
1093	Toyota	Urban Cruiser	5	2009-2014	Tetto nudo		256.0	500	513	613								23.0	57.0	AL-2B-RT
1094	Toyota	Verso	5	2009-2017	Tetto nudo	SI	253.0	500	542	642										AL
1095	Toyota	Verso	5	2009-2017	Barre lungitudinali	SI		600	526	626	830.0	930.0			530.0		● ○			AL
1096	Toyota	Verso S	5	2011-2017	Tetto nudo		257.0	500	513	613								35.0	35.0	AL
1097	Toyota	Yaris  	5	1999-2005	Tetto nudo		237.0	500	513	613								33.0	33.0	AL-RT
1098	Toyota	Yaris  	5	2005-2011	Tetto nudo		237.0	500	513	613								33.0	33.0	AL
1099	Toyota	Yaris 	5	2011-2020	Tetto nudo	NO	237.0	500	507	607								33.0	33.0	AL-2B-RT
1100	Toyota	Yaris Verso 	5	1999-2005	Barre lungitudinali	SI		600	507	607	815.0	915.0			515.0		● ○			NO
1101	Volkswagen	 Volkswagen		nan-nan																
1102	Volkswagen	Amarok	3-5	2011-nan	Punti fissi	SI	102.0	500	520	620									7.0	NO
1103	Volkswagen	Bora 	4	1998-2005	Tetto nudo													37.0	37.0	NO
1104	Volkswagen	Bora SW 	5	1999-2005	Barre lungitudinali	SI		600	520	620	815.0	915.0			515.0		● ○			SI
1105	Volkswagen	Caddy III 	3-5	2003-2015	Punti fissi	SI	102.0	500	507	607								6.0	6.0	SI
1106	Volkswagen	Caddy III 	3-5	2003-2015	Barre lungitudinali	SI		600	513	613	815.0	915.0			515.0		● ○			SI
1107	Volkswagen	Caddy IV 	3-5	2015-2020	Punti fissi	SI	102.0	500	507	607								6.0	6.0	AL
1108	Volkswagen	Caddy IV 	3-5	2015-2020	Barre lungitudinali	SI		600	513	613	815.0	915.0			515.0		● ○			AL
1109	Volkswagen	Caddy IV Alltrack 	5	2016-2020	Barre lungitudinali	SI	651.0	600 / 601	513 / 507	613 / 607	815.0	915.0	857.0	957.0	515.0	715	● ○			AL
1110		Caddy V	3-5	2020-nan																
1111	Volkswagen	Fox 	3	2005-2011																SI
1112	Volkswagen	Golf III SW 	5	1993-1999	Barre lungitudinali	SI		600	507	607	815.0	915.0			515.0		● ○			NO
1113	Volkswagen	Golf IV 	3	1997-2004	Tetto nudo													38.0	38.0	RT
1114	Volkswagen	Golf IV 	5	1997-2004	Tetto nudo		264.0	500	507	607								37.0	37.0	RT
1115	Volkswagen	Golf IV SW 	5	1999-2007	Barre lungitudinali	SI		600	507	607	815.0	915.0			515.0		● ○			AL
1116	Volkswagen	Golf V 	3	2003-2008	Tetto nudo		244.0	500	520	620										AL-RT
1117	Volkswagen	Golf V 	5	2003-2008	Tetto nudo		244.0	500	520	620								36.0	36.0	AL-RT
1118	Volkswagen	Golf V Cross 	5	2006-2014	Barre lungitudinali	SI		600	520	620	815.0	915.0			515.0		● ○			AL
1119	Volkswagen	Golf V Plus 	5	2005-2014	Tetto nudo		270.0	500	513	613								36.0	36.0	AL-2B-RT
1120	Volkswagen	Golf V Plus 	5	2005-2014	Barre lungitudinali	SI		600	520	620	815.0	915.0			515.0		● ○			AL-2B-RT
1121	Volkswagen	Golf V SW 	5	2007-2010	Barre lungitudinali	SI		600	520	620	815.0	915.0			515.0		● ○			SI
1122	Volkswagen	Golf VI 	3	2008-2012	Tetto nudo		244.0	500	520	620										AL
1123	Volkswagen	Golf VI 	5	2008-2012	Tetto nudo		244.0	500	520	620								36.0	36.0	AL
1124	Volkswagen	Golf VI SW 	5	2010-2013	Barre lungitudinali	SI		600	520	620	830.0	930.0			515.0		● ○			AL
1125	Volkswagen	Golf VII 	5	2012-2020	Tetto nudo	SI	290.0	500	520	620								66.0	66.0	AL-2B
1126	Volkswagen	Golf VII Alltrack 	5	2015-2021	Barre lungitudinali	SI		600 / 601	513 / 507	613 / 607	815.0	915.0	857.0	957.0	515.0	715	● ○			AL
1127	Volkswagen	Golf VII Sportsvan 	5	2014-2020	Tetto nudo	SI	331.0	500	520	620										AL-2B
1128	Volkswagen	Golf VII Sportsvan 	5	2014-2020	Barre lungitudinali	SI		600 / 601	520 / 507	620 / 607	815.0	915.0	857.0	957.0	515.0	715	● ○			AL-2B
1129	Volkswagen	Golf VII SW 	5	2013-2020	Barre lungitudinali	SI		600	513	613	815.0	915.0			515.0		● ○			AL-2B
1130	Volkswagen	Golf VIII	5	2020-nan	Tetto nudo	NV	375.0	500	520	620								77.0	77.0	NV
1131	Volkswagen	Jetta 	4	2010-2018	Tetto nudo													65.0	65.0	SI
1132	Volkswagen	Lupo 	3	1998-2005	Tetto nudo													23.0	57.0	SI
1133	Volkswagen	Passat Alltrack 	5	2015-2021	Barre lungitudinali	SI		601	507	607			857.0	957.0		715				AL
1134	Volkswagen	Passat SW 	5	1980-1996	Barre lungitudinali	SI		600	507	607	815.0	915.0			515.0		● ○			NO
1135	Volkswagen	Passat SW 	5	1997-2000	Barre lungitudinali	SI		600	520	620	815.0	915.0			515.0		● ○			SI
1136	Volkswagen	Passat SW 	5	2000-2005	Barre lungitudinali	SI		600	520	620	830.0	930.0			515.0		● ○			SI
1137	Volkswagen	Passat SW 	5	2005-2014	Barre lungitudinali	SI		600	513	613	815.0	915.0			515.0		● ○			AB-AL-2B
1138	Volkswagen	Passat SW 	5	2015-nan	Profili integrati	SI		601	507	607			857.0	957.0		715				AL-2B
1139	Volkswagen	Passat V 	4	1996-2005	Tetto nudo		262.0	500	513	613								23.0	57.0	SI
1140	Volkswagen	Passat VI 	4	2005-2013	Tetto nudo		261.0	500	520	620								36.0	36.0	SI
1141	Volkswagen	Passat VII 	4	2014-nan																SI
1142	Volkswagen	Polo II Classic 	5	1981-1994	Barre lungitudinali	SI		600	520	620	815.0	915.0					● ○			NO
1143	Volkswagen	Polo II SW 	5	1981-1990	Barre lungitudinali	SI		600	520	620	815.0	915.0					● ○			NO
1144	Volkswagen	Polo III 	3-5	1995-2001	Punti fissi	SI	222.0	500	507	607								70.0	70.0	RT
1145	Volkswagen	Polo III SW 	5	1996-2001	Barre lungitudinali	SI		600	520	620	830.0	930.0					● ○			AL
1146	Volkswagen	Polo IV 	3	2001-2009	Tetto nudo													45.0	36.0	AL
1147	Volkswagen	Polo IV 	5	2001-2009	Tetto nudo		236.0	500	513	613								45.0	36.0	AL
1148	Volkswagen	Polo IV Cross 	5	2006-2009	Barre lungitudinali	SI		600	507	607	815.0	915.0			515.0		● ○			AL
1149	Volkswagen	Polo IV Fun 	5	2003-2005	Barre lungitudinali	SI		600	507	607	815.0	915.0			515.0		● ○			NV
1150	Volkswagen	Polo V 	5	2009-2017	Tetto nudo		231.0	500	513	613								45.0	36.0	AL-2B
1151	Volkswagen	Polo V Cross 	5	2010-2017	Barre lungitudinali	SI		600 / 601	513 / 507	613 / 607	815.0	915.0	857.0	957.0	515.0	715	● ○			AL-2B
1152	Volkswagen	Polo VI 	5	2018-nan	Tetto nudo	NV	355.0	500	513	613									95.0	AL-2B
1153	Volkswagen	Sharan 	5	1995-2010	Barre lungitudinali	SI		600	526	626	830.0	930.0			515.0		● ○			SI
1154	Volkswagen	Sharan 	5	2010-2020	Barre lungitudinali	SI		600 / 601	526 / 507	626 / 607	830.0	930.0	857.0	957.0	530.0	730	● ○			AL
1155	Volkswagen	T-Cross	5	2019-nan	Barre lungitudinali	SI		600 / 601	520 / 507	620 / 607	815.0	915.0	857.0	957.0	515.0	715	● ○			NO
1156	Volkswagen	Tiguan 	5	2007-2016	Tetto nudo	NO												36.0	36.0	AL-AB-2B
1157	Volkswagen	Tiguan 	5	2007-2016	Barre lungitudinali	SI		600 / 601	520 / 507	620 / 607	815.0	915.0	857.0	957.0	515.0	715	● ○			AL-AB-2B
1158	Volkswagen	Tiguan 	5	2016-nan	Barre lungitudinali	SI		600 / 601	520 / 507	620 / 607	830.0	930.0	857.0	957.0	515.0	715	● ○			AL
1159	Volkswagen	Tiguan Allspace 	5	2016-nan	Barre lungitudinali	SI		600 / 601	520 / 507	620 / 607	830.0	930.0	857.0	957.0	515.0	715	● ○			AL
1160	Volkswagen	Touareg 	5	2002-2010	Barre lungitudinali	SI		600	520	620	830.0	930.0			515.0		● ○			AA-AL
1161	Volkswagen	Touareg 	5	2002-2010	Profili a T	SI	406.0	600	513	613	815.0	915.0								AA-AL
1162	Volkswagen	Touareg 	5	2010-2018	Barre lungitudinali	SI		600	526	626	830.0	930.0			530.0		● ○			AL-2B
1163	Volkswagen	Touareg 	5	2018-nan	Profili integrati	SI		601	513	613			865.0	965.0		730				AL-2B
1164	Volkswagen	Touran 	5	2003-2014	Barre lungitudinali	SI		600	526	626	830.0	930.0			530.0		● ○			2B
1165	Volkswagen	Touran 	5	2015-nan	Barre lungitudinali	SI		600 / 601	526 / 513	626 / 613	830.0	930.0	865.0	965.0	530.0	730	● ○			AL
1166	Volkswagen	Transporter 	3-5	2003-2014	Punti fissi	SI	102.0	500	542	642										NO
1167	Volkswagen	Transporter 	3-5	2003-2015	Profili a T	SI	406.0	600	542	642										NO
1168	Volkswagen	Transporter 	3-5	2015-nan	Punti fissi	SI	102.0	500	542	642										NO
1169	Volkswagen	Transporter 	3-5	2015-nan	Profili a T	SI	406.0	600	542	642										NO
1170	Volkswagen	T-Roc 	5	2017-nan	Tetto nudo	NV	354.0	500	520	620								81.0	81.0	NO
1171	Volkswagen	T-Roc 	5	2017-nan	Barre lungitudinali	SI		600 / 601	526 / 507	626 / 607	830.0	930.0	857.0	957.0	515.0	715	● ○			NO
1172	Volkswagen	Up	5	2012-nan	Tetto nudo	SI												36.0	36.0	AL-AB-2B
1173	Volkswagen	Up Cross	5	2013-nan	Barre lungitudinali	SI		600	507	607	815.0	915.0			515.0		● ○			AL-AB-2B
1174	Volvo	 Volvo		nan-nan																
1175	Volvo	940	5	1990-1999	Barre lungitudinali	SI		600	520	620	830.0	930.0					● ○			NO
1176	Volvo	960	5	1991-1998	Barre lungitudinali	SI		600	520	620	830.0	930.0					● ○			NO
1177	Volvo	S40	4	2004-2012	Tetto nudo	NV													82.0	RT
1178	Volvo	S60	4	2000-2009																RT
1179	Volvo	S60	4	2010-2018	Tetto nudo	NV	370.0	500	520	620								85.0	85.0	RT
1180	Volvo	S80 II	5	2006-2016	Tetto nudo		273.0	500	526	626										RT
1181	Volvo	V40	5	1996-2004	Barre lungitudinali	SI		600	520	620	815.0	915.0			515.0		● ○			NO
1182	Volvo	V40 Cross Country	5	2012-2019	Barre lungitudinali	SI		600 / 601	520 / 507	620 / 607	830.0	930.0	857.0	957.0	515.0	715	● ○			NO
1183	Volvo	V40 II	5	2012-2019	Tetto nudo	NO	321.0	500	520	620								65.0	65.0	NO
1184	Volvo	V50	5	2004-2012	Tetto nudo		273.0	500	520	620								35.0	35.0	AL-RT
1185	Volvo	V50	5	2004-2012	Barre lungitudinali	SI		600	520	620	815.0	915.0			530.0		● ○			AL-RT
1186	Volvo	V60	5	2010-2018	Tetto nudo	NO	280.0	500	520	620								79.0	79.0	NO
1187	Volvo	V60	5	2010-2018	Tetto nudo	SI												79.0	79.0	NO
1188	Volvo	V60	5	2010-2018	Profili integrati	SI		601	507	607			857.0	957.0		715				NO
1189	Volvo	V60	5	2018-nan	Profili integrati			601	507	607			857.0	957.0		715				NO
1190	Volvo	V60 Cross Country	5	2015-2018	Profili integrati	SI		601	507	607			857.0	957.0		715				NO
1191	Volvo	V70	5	2007-2016	Barre lungitudinali	SI		600	526	626	830.0	930.0			515.0		● ○			NO
1192	Volvo	V90	5	1997-1998	Barre lungitudinali	SI		600	520	620	830.0	930.0					● ○			NO
1193	Volvo	V90	5	2016-nan	Profili integrati	SI		601	507	607			857.0	957.0		715				NO
1194	Volvo	XC40	5	2018-nan	Profili integrati	SI		601	507	607			857.0	957.0		730				NO
1195	Volvo	XC60	5	2008-2017	Profili integrati	SI		601	507	607			857.0	957.0		730				NO
1196	Volvo	XC60	5	2017-nan	Profili integrati	SI		601	507	607			857.0	957.0		730				NO
1197	Volvo	XC70	5	2007-2016	Barre lungitudinali	SI		600	526	626	830.0	930.0			530.0		● ○			NO
1198	Volvo	XC90	5	2002-2014	Barre lungitudinali	SI		600	520	620	830.0	930.0			515.0		● ○			NO
1199	Volvo	XC90	5	2015-nan	Barre lungitudinali	SI		600 / 601	526 / 507	626 / 607	830.0	930.0	857.0	957.0	530.0	730				NO
1200	Volvo	XC90	5	2015-nan	Profili integrati	SI		601	507	607			857.0	957.0		730				NO
